"No.","Time","Source","Destination","Protocol","Length","Info"
"24","7.864138","146.75.58.248","192.168.1.20","TCP","66","443  >  54635 [ACK] Seq=1 Ack=2 Win=319 Len=0 SLE=1 SRE=2"
"25","7.864138","146.75.58.248","192.168.1.20","TCP","66","443  >  54634 [ACK] Seq=1 Ack=2 Win=310 Len=0 SLE=1 SRE=2"
"26","7.900388","146.75.58.248","192.168.1.20","TCP","66","443  >  54424 [ACK] Seq=1 Ack=2 Win=308 Len=0 SLE=1 SRE=2"
"27","7.928373","146.75.58.248","192.168.1.20","TCP","66","443  >  54620 [ACK] Seq=1 Ack=2 Win=297 Len=0 SLE=1 SRE=2"
"28","8.191512","142.251.37.74","192.168.1.20","TLSv1.2","153","Application Data"
"29","8.238135","192.168.1.20","142.251.37.74","TCP","54","52811  >  443 [ACK] Seq=1 Ack=100 Win=259 Len=0"
"30","8.306440","192.168.1.20","146.75.58.248","TLSv1.2","820","Application Data"
"31","8.393753","146.75.58.248","192.168.1.20","TLSv1.2","769","Application Data"
"32","8.393753","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=716 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"33","8.393832","192.168.1.20","146.75.58.248","TCP","54","54657  >  443 [ACK] Seq=767 Ack=2172 Win=2053 Len=0"
"34","8.398365","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=2172 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"35","8.398365","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [PSH, ACK] Seq=3628 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"36","8.398365","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=5084 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"37","8.398365","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=6540 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"38","8.398365","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [PSH, ACK] Seq=7996 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"39","8.398365","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=9452 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"40","8.398365","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=10908 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"41","8.398365","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [PSH, ACK] Seq=12364 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"42","8.398365","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=13820 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"43","8.398365","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=15276 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"44","8.398365","146.75.58.248","192.168.1.20","TLSv1.2","1510","Application Data"
"45","8.398365","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=18188 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"46","8.398365","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=19644 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"47","8.398365","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [PSH, ACK] Seq=21100 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"48","8.398365","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=22556 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"49","8.398365","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=24012 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"50","8.398365","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [PSH, ACK] Seq=25468 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"51","8.398365","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=26924 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"52","8.398365","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=28380 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"53","8.398506","192.168.1.20","146.75.58.248","TCP","54","54657  >  443 [ACK] Seq=767 Ack=29836 Win=2053 Len=0"
"54","8.398814","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [PSH, ACK] Seq=29836 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"55","8.398814","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=31292 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"56","8.398814","146.75.58.248","192.168.1.20","TLSv1.2","1510","Application Data"
"57","8.398814","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [PSH, ACK] Seq=34204 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"58","8.398877","192.168.1.20","146.75.58.248","TCP","54","54657  >  443 [ACK] Seq=767 Ack=35660 Win=2053 Len=0"
"59","8.400448","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=35660 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"60","8.400448","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=37116 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"61","8.400448","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [PSH, ACK] Seq=38572 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"62","8.400448","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=40028 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"63","8.400513","192.168.1.20","146.75.58.248","TCP","54","54657  >  443 [ACK] Seq=767 Ack=41484 Win=2053 Len=0"
"64","8.401571","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=41484 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"65","8.401571","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [PSH, ACK] Seq=42940 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"66","8.401571","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=44396 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"67","8.401571","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=45852 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"68","8.401643","192.168.1.20","146.75.58.248","TCP","54","54657  >  443 [ACK] Seq=767 Ack=47308 Win=2053 Len=0"
"69","8.402274","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [PSH, ACK] Seq=47308 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"70","8.402274","146.75.58.248","192.168.1.20","TLSv1.2","1510","Application Data"
"71","8.402323","192.168.1.20","146.75.58.248","TCP","54","54657  >  443 [ACK] Seq=767 Ack=50220 Win=2053 Len=0"
"72","8.404123","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=50220 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"73","8.404123","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [PSH, ACK] Seq=51676 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"74","8.404123","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=53132 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"75","8.404123","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=54588 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"76","8.404123","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [PSH, ACK] Seq=56044 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"77","8.404123","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=57500 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"78","8.404224","192.168.1.20","146.75.58.248","TCP","54","54657  >  443 [ACK] Seq=767 Ack=58956 Win=2053 Len=0"
"79","8.405347","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=58956 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"80","8.405347","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [PSH, ACK] Seq=60412 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"81","8.405347","146.75.58.248","192.168.1.20","TLSv1.2","1510","Application Data"
"82","8.405347","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=63324 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"83","8.405347","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [PSH, ACK] Seq=64780 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"84","8.405408","192.168.1.20","146.75.58.248","TCP","54","54657  >  443 [ACK] Seq=767 Ack=66236 Win=2053 Len=0"
"85","8.406463","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=66236 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"86","8.406463","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=67692 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"87","8.406463","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [PSH, ACK] Seq=69148 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"88","8.406463","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=70604 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"89","8.406504","192.168.1.20","146.75.58.248","TCP","54","54657  >  443 [ACK] Seq=767 Ack=72060 Win=2053 Len=0"
"90","8.408751","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=72060 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"91","8.408751","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [PSH, ACK] Seq=73516 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"92","8.408751","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=74972 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"93","8.408751","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=76428 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"94","8.408751","146.75.58.248","192.168.1.20","TLSv1.2","1510","Application Data"
"95","8.408751","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=79340 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"96","8.408751","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [PSH, ACK] Seq=80796 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"97","8.408801","192.168.1.20","146.75.58.248","TCP","54","54657  >  443 [ACK] Seq=767 Ack=82252 Win=2053 Len=0"
"98","8.409896","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=82252 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"99","8.409896","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=83708 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"100","8.409896","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [PSH, ACK] Seq=85164 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"101","8.409896","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=86620 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"102","8.409896","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=88076 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"103","8.409896","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [PSH, ACK] Seq=89532 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"104","8.409935","192.168.1.20","146.75.58.248","TCP","54","54657  >  443 [ACK] Seq=767 Ack=90988 Win=2053 Len=0"
"105","8.412865","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=90988 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"106","8.412865","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=92444 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"107","8.412865","146.75.58.248","192.168.1.20","TLSv1.2","1510","Application Data"
"108","8.412865","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=95356 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"109","8.412865","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=96812 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"110","8.412865","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [PSH, ACK] Seq=98268 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"111","8.412865","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=99724 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"112","8.412865","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=101180 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"113","8.412865","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [PSH, ACK] Seq=102636 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"114","8.412944","192.168.1.20","146.75.58.248","TCP","54","54657  >  443 [ACK] Seq=767 Ack=104092 Win=2053 Len=0"
"115","8.414754","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=104092 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"116","8.414754","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=105548 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"117","8.414754","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [PSH, ACK] Seq=107004 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"118","8.414754","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=108460 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"119","8.414754","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=109916 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"120","8.414754","146.75.58.248","192.168.1.20","TLSv1.2","1510","Application Data"
"121","8.414819","192.168.1.20","146.75.58.248","TCP","54","54657  >  443 [ACK] Seq=767 Ack=112828 Win=2053 Len=0"
"122","8.418626","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=112828 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"123","8.418626","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=114284 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"124","8.418698","192.168.1.20","146.75.58.248","TCP","54","54657  >  443 [ACK] Seq=767 Ack=115740 Win=2053 Len=0"
"125","8.419062","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [PSH, ACK] Seq=115740 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"126","8.419062","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=117196 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"127","8.419062","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=118652 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"128","8.419062","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [PSH, ACK] Seq=120108 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"129","8.419062","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=121564 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"130","8.419062","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=123020 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"131","8.419062","146.75.58.248","192.168.1.20","TLSv1.2","1510","Application Data"
"132","8.419062","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=125932 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"133","8.419062","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=127388 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"134","8.419062","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [PSH, ACK] Seq=128844 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"135","8.419062","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=130300 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"136","8.419140","192.168.1.20","146.75.58.248","TCP","54","54657  >  443 [ACK] Seq=767 Ack=131756 Win=2053 Len=0"
"137","8.419809","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=131756 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"138","8.419809","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [PSH, ACK] Seq=133212 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"139","8.419879","192.168.1.20","146.75.58.248","TCP","54","54657  >  443 [ACK] Seq=767 Ack=134668 Win=2053 Len=0"
"140","8.422087","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=134668 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"141","8.422087","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=136124 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"142","8.422087","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [PSH, ACK] Seq=137580 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"143","8.422087","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=139036 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"144","8.422087","146.75.58.248","192.168.1.20","TLSv1.2","1510","Application Data"
"145","8.422087","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [PSH, ACK] Seq=141948 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"146","8.422087","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=143404 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"147","8.422087","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [PSH, ACK] Seq=144860 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"148","8.422087","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=146316 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"149","8.422087","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=147772 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"150","8.422087","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [PSH, ACK] Seq=149228 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"151","8.422163","192.168.1.20","146.75.58.248","TCP","54","54657  >  443 [ACK] Seq=767 Ack=150684 Win=2053 Len=0"
"152","8.423358","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=150684 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"153","8.423358","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=152140 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"154","8.423358","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [PSH, ACK] Seq=153596 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"155","8.423396","192.168.1.20","146.75.58.248","TCP","54","54657  >  443 [ACK] Seq=767 Ack=155052 Win=2053 Len=0"
"156","8.424478","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=155052 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"157","8.424478","146.75.58.248","192.168.1.20","TLSv1.2","1510","Application Data"
"158","8.424478","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [PSH, ACK] Seq=157964 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"159","8.424503","192.168.1.20","146.75.58.248","TCP","54","54657  >  443 [ACK] Seq=767 Ack=159420 Win=2053 Len=0"
"160","8.425485","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=159420 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"161","8.425485","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=160876 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"162","8.425485","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [PSH, ACK] Seq=162332 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"163","8.425485","146.75.58.248","192.168.1.20","TCP","1510","443  >  54657 [ACK] Seq=163788 Ack=767 Win=410 Len=1456 [TCP segment of a reassembled PDU]"
"164","8.425516","192.168.1.20","146.75.58.248","TCP","54","54657  >  443 [ACK] Seq=767 Ack=165244 Win=2053 Len=0"
"165","8.427218","146.75.58.248","192.168.1.20","TLSv1.2","1179","Application Data"
"166","8.472147","192.168.1.20","146.75.58.248","TCP","54","54657  >  443 [ACK] Seq=767 Ack=166369 Win=2048 Len=0"
"167","8.472923","192.168.1.20","52.112.238.252","TLSv1.2","112","Application Data"
"168","8.543929","52.112.238.252","192.168.1.20","TLSv1.2","101","Application Data"
"169","8.595356","192.168.1.20","52.112.238.252","TCP","54","52920  >  443 [ACK] Seq=59 Ack=48 Win=511 Len=0"
"170","9.454395","192.168.1.20","146.75.58.248","TCP","55","54649  >  443 [ACK] Seq=1 Ack=1 Win=513 Len=1 [TCP segment of a reassembled PDU]"
"171","9.526253","146.75.58.248","192.168.1.20","TCP","66","443  >  54649 [ACK] Seq=1 Ack=2 Win=293 Len=0 SLE=1 SRE=2"
"183","10.159821","192.168.1.20","20.199.120.151","TCP","55","52824  >  443 [ACK] Seq=1 Ack=1 Win=515 Len=1 [TCP segment of a reassembled PDU]"
"184","10.206924","192.168.1.20","20.199.120.151","TLSv1.2","98","Application Data"
"185","10.242253","20.199.120.151","192.168.1.20","TCP","66","443  >  52824 [ACK] Seq=1 Ack=2 Win=7369 Len=0 SLE=1 SRE=2"
"186","10.267828","20.199.120.151","192.168.1.20","TLSv1.2","229","Application Data"
"187","10.316457","192.168.1.20","20.199.120.151","TCP","54","52810  >  443 [ACK] Seq=45 Ack=176 Win=258 Len=0"
"188","10.644841","192.168.1.20","146.75.58.248","TCP","55","54633  >  443 [ACK] Seq=1 Ack=1 Win=508 Len=1 [TCP segment of a reassembled PDU]"
"190","10.707593","192.168.1.20","18.184.238.147","TCP","55","54134  >  443 [ACK] Seq=1 Ack=1 Win=513 Len=1 [TCP segment of a reassembled PDU]"
"191","10.707688","192.168.1.20","18.184.238.147","TCP","55","[TCP Keep-Alive] 54137  >  443 [ACK] Seq=0 Ack=2 Win=512 Len=1"
"192","10.720778","146.75.58.248","192.168.1.20","TCP","66","443  >  54633 [ACK] Seq=1 Ack=2 Win=301 Len=0 SLE=1 SRE=2"
"193","10.773884","18.184.238.147","192.168.1.20","TCP","66","443  >  54134 [ACK] Seq=1 Ack=2 Win=27 Len=0 SLE=1 SRE=2"
"194","10.773884","18.184.238.147","192.168.1.20","TCP","66","[TCP Previous segment not captured] 443  >  54137 [ACK] Seq=2 Ack=1 Win=27 Len=0 SLE=0 SRE=1"
"195","10.910860","192.168.1.20","146.75.58.248","TCP","55","54622  >  443 [ACK] Seq=1 Ack=1 Win=1026 Len=1 [TCP segment of a reassembled PDU]"
"196","10.996242","146.75.58.248","192.168.1.20","TCP","66","443  >  54622 [ACK] Seq=1 Ack=2 Win=308 Len=0 SLE=1 SRE=2"
"197","11.458709","192.168.1.20","172.217.22.65","TCP","55","54230  >  443 [ACK] Seq=1 Ack=1 Win=512 Len=1 [TCP segment of a reassembled PDU]"
"198","11.469976","172.217.22.65","192.168.1.20","TCP","66","443  >  54230 [ACK] Seq=1 Ack=2 Win=282 Len=0 SLE=1 SRE=2"
"199","11.550895","192.168.1.20","142.251.142.202","TCP","55","54132  >  443 [ACK] Seq=1 Ack=1 Win=511 Len=1 [TCP segment of a reassembled PDU]"
